timestamp,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base,taker_buy_quote,ignore,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,Bollinger_Upper,Bollinger_Lower,MACD,MACD_Signal,close_lag_1,volume_lag_1,close_lag_2,volume_lag_2,close_lag_3,volume_lag_3,close_lag_4,volume_lag_4,close_lag_5,volume_lag_5
1647561600000,1.8250664421729474,1.9076105443058262,1.8207902231308672,1.9328542224197953,-0.6601282106336895,-1.7294084707022184,-0.43064766266705556,-0.6988816270095064,-0.6581440271147484,-0.4307257865656792,0.0,1.7199847747382988,1.7936216831606515,1.7625855922478217,1.7514100949030558,0.38167652529973645,1.8175934216153102,1.6642231125223796,0.46129068738852086,0.34425179819432716,1.8250677500711827,-0.7227474431129587,1.852082281477792,-0.33666856419518587,1.6117178520799236,-0.6571205406074241,1.6654666816777663,-0.650123030380711,1.4177292408966633,-0.757690615528546
1647648000000,1.9361083328557187,1.9173511462986643,2.004248264216164,1.9914454261399999,-0.7842740168220015,-1.7241197597826399,-0.6692815006783599,-0.7882302382547431,-0.7783254768607417,-0.6613403962609757,0.0,1.7234599237262942,1.8243031013440598,1.811900087198359,1.7831742164259536,0.4107952879103338,1.833870679054822,1.7102732901332733,0.5936681766852232,0.40065584452044545,1.9361083264291425,-0.660302722975979,1.826135734386767,-0.723811092523863,1.854588475775652,-0.337004052491565,1.6136274291269945,-0.6571931235673771,1.669238723057444,-0.6500823246759491
1647734400000,1.9947782115445187,1.9038743518103085,1.925137741225459,1.867424164435506,-0.7722235680895554,-1.718831048863061,-0.6481500306751131,-0.788738853201818,-0.7756874989098862,-0.6592399442818253,0.0,1.7481097441113869,1.811369031883389,1.8292514923047944,1.7995833167230142,0.41899127805584496,1.8001527574605622,1.722734452900945,0.6154799738469988,0.4503588384293601,1.994778209450923,-0.7844595004270623,1.9372269144127519,-0.6613391804964998,1.8286149203885145,-0.7242239196621031,1.8567127457820027,-0.337065864709783,1.617312265765769,-0.6571522729290733
1647820800000,1.8705904168410394,1.806177334969907,1.8655570780894861,1.833103100915528,-0.7055733070582789,-1.7135423379434824,-0.5206665005294743,-0.7387879214721459,-0.7082027729685276,-0.5301234983697987,0.0,1.7785542032974098,1.7880689793078646,1.8370840646894788,1.8110175359325635,0.4566873192061046,1.7204786489741746,1.7676532248318402,0.6045258651598541,0.48782123260279586,1.8705904055757299,-0.7724079867481342,1.995923534609184,-0.7855500226863699,1.939821737515463,-0.6617395277210866,1.8307162302715527,-0.724298760403808,1.8608065040585928,-0.3370315765277726
1647907200000,1.8362245902838856,2.0421940179326534,1.9203652098872757,2.0129736850246163,-0.5534097635821449,-1.708253627023904,-0.18535683522679902,-0.5965189747216711,-0.5390448030582105,-0.16132248032396096,0.0,1.8262001275362252,1.77764990755189,1.8768452907147988,1.8392450410381693,0.5441070740411093,1.6751877475504506,1.7992081320479671,0.6972281915154217,0.5372555740411192,1.836223253954883,-0.705751835565994,1.871679135581064,-0.7734932611107709,1.9985794562346966,-0.7859751833116518,1.942021352085572,-0.6618122660929573,1.8347662568335072,-0.7242565341319191
1647993600000,2.0163353780975926,1.9986691940905599,2.038160266269226,2.0814718500879823,-0.694917201670484,-1.7029649161043252,-0.4811185593290712,-0.7491278398535923,-0.6910089604246257,-0.47766662199511467,0.0,1.894591520436899,1.7805718954552756,1.9220785721506266,1.8715941192654042,0.10338456856284794,1.6867239967065855,1.7917418432216417,0.8029052478998013,0.5989917379752734,2.01633537759607,-0.5535748447872813,1.8372963220824727,-0.7068080841478704,1.8742057286486191,-0.7739160131761335,2.00083101149784,-0.7860521017561222,1.9462586177343448,-0.6617713207644322
1648080000000,2.084925520977474,2.15390175663125,2.1469495062601327,2.227903633065739,-0.5781755139777202,-1.6976762051847465,-0.21851770175822166,-0.6523250735950668,-0.573259515221938,-0.213681017685645,0.0,1.9524627577800118,1.8135754476022066,1.9862399412678715,1.9154201946231868,0.9948491156201047,1.7646420254126531,1.7695812274447293,0.9645538598155977,0.6823215375390547,2.0849255255415793,-0.6950947884554303,2.017490526836808,-0.5545648270772585,1.839787125370182,-0.7072175146224021,1.8763473399291355,-0.7739925258739088,2.0051672076068194,-0.7860086095701557
1648166400000,2.2315539293050355,2.2673450840551634,2.2839180627321998,2.270392227441084,-0.5901844334093947,-1.6923874942651673,-0.22410075173649743,-0.6729652912176082,-0.5754431458311781,-0.19810096417209902,0.0,2.0198817466060635,1.8470724038078303,2.0466141146746173,1.9592964620526747,1.2812912667025351,1.8401318844656263,1.7513537114973814,1.1055129390700242,0.7785821272294288,2.231553944698175,-0.5783427838315405,2.086111932843021,-0.6961463963686289,2.020168897989431,-0.5549438441605418,1.8418983112675058,-0.7072917831611645,1.8804741278041683,-0.7739492809035025
1648252800000,2.2740995764223615,2.22822288760087,2.350210392227395,2.296557646874405,-0.830051894884646,-1.6870987833455893,-0.7409522044236627,-0.8246493711161992,-0.8245103137858117,-0.7339255379617602,0.0,2.0653910342571624,1.8885787254004618,2.100862925585943,2.0015953343479747,1.2960483056266783,1.9038829669524782,1.7641228338320891,1.2188095700659398,0.8793791487198692,2.274099594957648,-0.5903527645395862,2.2328071738415907,-0.5793435514542414,2.0888617334327306,-0.6965536969748956,2.022439537903772,-0.5550129892506893,1.8459671484879485,-0.7072499055242065
1648339200000,2.3003001302004544,2.514804181308775,2.3972081937878857,2.602508545178854,-0.6869701432971765,-1.6818100724260103,-0.41413228655595263,-0.6751636455694126,-0.6687782778199246,-0.3797353091330653,0.0,2.144558577230704,1.9488214527743684,2.2019796948002917,2.070282574133274,1.8881116713944355,2.0224229410794528,1.7517850108006752,1.477912071397757,1.0144197317023596,2.300300150670747,-0.8302414240643803,2.275372213103105,-0.5913587619732017,2.235709672533799,-0.5797275185435454,2.0911930964921703,-0.6966276067154389,2.026812084188609,-0.5549742332564588
